mmsi,name,year,gaps,flags,either_endpoint_inside_eez
701000728,TOZUDO,2017,9,ARG,9
701000728,TOZUDO,2018,3,ARG,3
701000728,TOZUDO,2019,2,ARG,2
701000728,TOZUDO,2021,2,ARG,2
701000728,TOZUDO,2022,4,ARG,4
701000728,TOZUDO,2023,10,ARG,10
701000728,TOZUDO,2024,5,ARG,5
701000728,TOZUDO,2025,7,ARG,7
701000728,TOZUDO,2026,4,ARG,4
701006637,ATLANTIC EXPRESS,2017,3,ARG,3
701006637,ATLANTIC EXPRESS,2021,1,ARG,1
701006637,ATLANTIC EXPRESS,2023,1,ARG,1
701006637,ATLANTIC EXPRESS,2024,1,ARG,1
701006637,ATLANTIC EXPRESS,2025,1,ARG,1
701006637,ATLANTIC EXPRESS,2026,2,ARG,2
416240700,FU KUO NO.106,2017,4,TWN,0
416240700,FU KUO NO.106,2018,11,TWN,0
416240700,FU KUO NO.106,2019,7,TWN,0
416510000,HSIANG CHING,2017,4,TWN,0
412331054,LU HUANG YUAN YU 115,2017,3,CHN,0
412331054,LU HUANG YUAN YU 115,2018,4,CHN,0
412331054,LU HUANG YUAN YU 115,2019,3,CHN,0
412331054,LU HUANG YUAN YU 115,2026,1,CHN,0
416239600,LIAN RONG,2017,5,TWN,0
416239600,LIAN RONG,2018,10,TWN,0
416239600,LIAN RONG,2024,1,TWN,0
416239600,LIAN RONG,2026,1,TWN,0
412329463,CHANG SHUN 7,2017,1,CHN,0
224491000,HERMANOS TOUZA,2017,5,ESP,0
416030500,SOLAR NO.101,2017,11,TWN,0
412215146,,2017,1,CHN,0
416248900,ANFONG 156,2017,6,TWN,0
416248900,ANFONG 156,2018,3,TWN,0
416248900,ANFONG 156,2019,6,TWN,0
416248900,ANFONG 156,2020,2,TWN,0
416248900,ANFONG 156,2021,1,TWN,0
441309000,AGNES3,2017,27,KOR,0
441309000,AGNES3,2018,23,KOR,0
441309000,AGNES3,2019,40,KOR,0
441309000,AGNES3,2020,28,KOR,0
441309000,AGNES3,2024,1,KOR,0
441309000,AGNES3,2025,1,KOR,0
441309000,AGNES3,2026,2,KOR,0
412440453,FU YANG YU7881,2017,5,CHN,0
412440453,FU YANG YU7881,2018,8,CHN,0
412440453,FU YANG YU7881,2019,7,CHN,0
412440453,FU YANG YU7881,2024,2,CHN,0
412215218,,2017,2,CHN,0
416189700,ZI LI FA,2017,4,TWN,0
412280935,HEBEI8589,2017,2,CHN,0
412280935,HEBEI8589,2018,18,CHN,0
224897000,FREIREMAR UNO,2017,20,ESP,1
224897000,FREIREMAR UNO,2018,12,ESP,0
224897000,FREIREMAR UNO,2019,4,ESP,0
224897000,FREIREMAR UNO,2020,30,ESP,0
224897000,FREIREMAR UNO,2021,11,ESP,0
224897000,FREIREMAR UNO,2022,8,ESP,0
224897000,FREIREMAR UNO,2023,17,ESP,0
416005007,AN FONG 168,2017,5,TWN,0
416005007,AN FONG 168,2018,8,TWN,0
416005007,AN FONG 168,2019,1,TWN,0
416005007,AN FONG 168,2020,3,TWN,0
416005007,AN FONG 168,2021,3,TWN,0
416005007,AN FONG 168,2023,3,TWN,0
416005007,AN FONG 168,2024,1,TWN,0
416005007,AN FONG 168,2025,1,TWN,0
416706000,KIN LAI HSING,2017,4,TWN,0
416706000,KIN LAI HSING,2018,4,TWN,0
416706000,KIN LAI HSING,2019,8,TWN,0
412424547,JIA DE 18,2017,1,CHN,0
412424547,JIA DE 18,2018,14,CHN,1
412424547,JIA DE 18,2019,8,CHN,0
416005006,AN FONG NO.138,2017,3,TWN,0
416005006,AN FONG NO.138,2018,2,TWN,0
224421000,DORNEDA,2017,19,ESP,0
224421000,DORNEDA,2018,5,ESP,0
416842000,AN SHENG,2017,4,TWN,0
416842000,AN SHENG,2018,4,TWN,0
416842000,AN SHENG,2019,9,TWN,1
416842000,AN SHENG,2021,2,TWN,0
416842000,AN SHENG,2022,5,TWN,0
412329404,LUWEIYUANYU018,2017,2,CHN,0
412329404,LUWEIYUANYU018,2018,2,CHN,0
412329404,LUWEIYUANYU018,2019,6,CHN,0
416525000,WEN YU YIH,2017,3,TWN,0
416235800,JUN RONG,2017,4,TWN,0
416235800,JUN RONG,2018,3,TWN,0
416350000,JIH DA YNG,2017,3,TWN,0
416350000,JIH DA YNG,2018,3,TWN,0
416350000,JIH DA YNG,2019,2,TWN,0
416350000,JIH DA YNG,2020,2,TWN,0
416350000,JIH DA YNG,2021,1,TWN,0
416244800,PEI YUH NO18,2017,1,TWN,0
416244800,PEI YUH NO18,2018,1,TWN,0
416234600,ZI DA YE,2017,1,TWN,0
416234600,ZI DA YE,2018,4,TWN,0
416234600,ZI DA YE,2026,1,TWN,0
224369000,PLAYA PESMAR UNO,2017,17,ESP,1
224369000,PLAYA PESMAR UNO,2018,49,ESP,4
224369000,PLAYA PESMAR UNO,2019,11,ESP,1
224369000,PLAYA PESMAR UNO,2020,25,ESP,1
224369000,PLAYA PESMAR UNO,2022,73,ESP,0
224369000,PLAYA PESMAR UNO,2023,27,ESP,0
224369000,PLAYA PESMAR UNO,2024,57,ESP,1
224369000,PLAYA PESMAR UNO,2025,29,ESP,0
224369000,PLAYA PESMAR UNO,2026,34,ESP,0
701000869,VICTORIA 2,2017,4,ARG,4
701000869,VICTORIA 2,2018,2,ARG,2
701000869,VICTORIA 2,2020,1,ARG,1
701006140,!! NANINA !!,2017,1,ARG,1
701006140,!! NANINA !!,2018,1,ARG,1
701006140,!! NANINA !!,2022,4,ARG,4
701006140,!! NANINA !!,2024,3,ARG,3
701006140,!! NANINA !!,2025,12,ARG,12
701006140,!! NANINA !!,2026,5,ARG,5
416312000,HER  HUNG 16,2017,2,TWN,0
416312000,HER  HUNG 16,2018,5,TWN,0
416312000,HER  HUNG 16,2019,1,TWN,0
416312000,HER  HUNG 16,2020,1,TWN,0
416004889,FU CHIAN,2017,3,TWN,0
412439762,Y0NG FA  07,2017,3,CHN,0
412439762,Y0NG FA  07,2018,1,CHN,0
412439762,Y0NG FA  07,2020,5,CHN,0
412439762,Y0NG FA  07,2021,11,CHN,0
416004545,HSIANG BAI FA,2017,3,TWN,0
416004545,HSIANG BAI FA,2018,1,TWN,0
416004545,HSIANG BAI FA,2020,1,TWN,0
416004545,HSIANG BAI FA,2021,2,TWN,0
416528000,WIN FAR TSAIR NO616,2017,1,TWN,0
416528000,WIN FAR TSAIR NO616,2018,2,TWN,0
416528000,WIN FAR TSAIR NO616,2020,12,TWN,0
416031600,SHUENN.MAN.NO.1,2017,4,TWN,0
701000725,MARIA GRACIA,2017,1,ARG,1
701000725,MARIA GRACIA,2018,1,ARG,1
701000725,MARIA GRACIA,2020,1,ARG,1
701000725,MARIA GRACIA,2022,1,ARG,1
701000725,MARIA GRACIA,2023,2,ARG,2
701000583,MERCEA C,2017,2,ARG,2
701000583,MERCEA C,2021,1,ARG,1
701000583,MERCEA C,2026,1,ARG,1
416536000,HSIANG HAO NO:6,2017,5,TWN,0
416536000,HSIANG HAO NO:6,2018,11,TWN,0
416191500,PEI SHENG NO.8,2017,1,TWN,0
440038000,SKYMAX 101,2017,2,KOR,0
440038000,SKYMAX 101,2018,2,KOR,0
440038000,SKYMAX 101,2020,1,KOR,0
440038000,SKYMAX 101,2026,1,KOR,0
412331061,LU PENG YUAN YU 079,2017,3,CHN,0
412331061,LU PENG YUAN YU 079,2018,15,CHN,0
412331061,LU PENG YUAN YU 079,2019,7,CHN,0
412331061,LU PENG YUAN YU 079,2022,4,CHN,0
416018500,JIH DA 6,2017,6,TWN,0
416018500,JIH DA 6,2018,6,TWN,0
416018500,JIH DA 6,2019,1,TWN,1
416004892,AN FONG NO.136,2017,1,TWN,0
416004892,AN FONG NO.136,2019,8,TWN,0
412420801,HUAYING217,2017,1,CHN,0
412420801,HUAYING217,2019,10,CHN,0
412420801,HUAYING217,2020,12,CHN,0
416004244,HUA SHENG NO.668,2017,2,TWN,0
416004244,HUA SHENG NO.668,2018,11,TWN,0
412331087,LU HUANG YUAN YU 117,2017,2,CHN,0
412331087,LU HUANG YUAN YU 117,2018,2,CHN,0
412331087,LU HUANG YUAN YU 117,2019,13,CHN,0
412331087,LU HUANG YUAN YU 117,2020,11,CHN,0
412331087,LU HUANG YUAN YU 117,2025,4,CHN,0
412421022,DONGYU1528,2017,1,CHN,0
412421022,DONGYU1528,2018,8,CHN,0
412421022,DONGYU1528,2019,10,CHN,0
412421022,DONGYU1528,2026,1,CHN,0
416240600,HSIANG HAO NO.88,2017,4,TWN,0
416240600,HSIANG HAO NO.88,2018,2,TWN,0
416240600,HSIANG HAO NO.88,2019,1,TWN,0
416240600,HSIANG HAO NO.88,2021,2,TWN,0
416240600,HSIANG HAO NO.88,2024,1,TWN,0
416245500,AN FONG 118,2017,2,TWN,0
416245500,AN FONG 118,2018,1,TWN,0
412420789,MINGXIANG817,2017,3,CHN,0
412420789,MINGXIANG817,2018,7,CHN,0
412420789,MINGXIANG817,2019,19,CHN,0
412420789,MINGXIANG817,2021,1,CHN,0
412420789,MINGXIANG817,2023,1,CHN,0
412331016,LU RONG YUAN YU 819,2017,1,CHN,0
412331016,LU RONG YUAN YU 819,2018,9,CHN,0
412331016,LU RONG YUAN YU 819,2020,3,CHN,1
412331016,LU RONG YUAN YU 819,2021,6,CHN,0
412331016,LU RONG YUAN YU 819,2022,1,CHN,0
412331016,LU RONG YUAN YU 819,2023,7,CHN,0
412331016,LU RONG YUAN YU 819,2025,1,CHN,0
412329643,LU WEI YUAN YU 868,2017,1,CHN,0
412329643,LU WEI YUAN YU 868,2018,3,CHN,0
412329643,LU WEI YUAN YU 868,2019,1,CHN,0
412329643,LU WEI YUAN YU 868,2022,1,CHN,0
412329643,LU WEI YUAN YU 868,2023,2,CHN,0
412329643,LU WEI YUAN YU 868,2026,1,CHN,0
416018900,JIH FA NO.3       #5,2017,2,TWN,0
701006026,FLORIDA BLANCA,2017,11,ARG,11
701006026,FLORIDA BLANCA,2024,2,ARG,2
701006026,FLORIDA BLANCA,2025,4,ARG,4
701006026,FLORIDA BLANCA,2026,5,ARG,5
412329657,LU HUANG YUAN YU 107,2017,2,CHN,0
412329657,LU HUANG YUAN YU 107,2018,5,CHN,0
412329657,LU HUANG YUAN YU 107,2019,9,CHN,0
412329657,LU HUANG YUAN YU 107,2020,9,CHN,0
412329657,LU HUANG YUAN YU 107,2026,2,CHN,0
412216883,LIAC YU 9,2017,2,CHN,0
224978000,MANUEL ANGEL NORES,2017,10,ESP,0
224978000,MANUEL ANGEL NORES,2018,7,ESP,0
224978000,MANUEL ANGEL NORES,2019,3,ESP,0
224978000,MANUEL ANGEL NORES,2020,4,ESP,0
224978000,MANUEL ANGEL NORES,2021,1,ESP,0
224978000,MANUEL ANGEL NORES,2022,21,ESP,0
224978000,MANUEL ANGEL NORES,2023,46,ESP,0
224978000,MANUEL ANGEL NORES,2024,2,ESP,0
224978000,MANUEL ANGEL NORES,2026,2,ESP,0
412424702,JIADE21,2017,3,CHN,0
412424702,JIADE21,2018,18,CHN,1
412424702,JIADE21,2019,11,CHN,0
412424702,JIADE21,2021,1,CHN,0
412440384,8#T6S#198,2017,5,CHN,0
416505000,HER HUNG NO.12,2017,2,TWN,0
416505000,HER HUNG NO.12,2018,4,TWN,0
416505000,HER HUNG NO.12,2019,1,TWN,0
416505000,HER HUNG NO.12,2026,1,TWN,0
412329695,LU RONG YUAN YU 895,2017,2,CHN,0
412329695,LU RONG YUAN YU 895,2018,4,CHN,0
412329695,LU RONG YUAN YU 895,2019,3,CHN,0
412329695,LU RONG YUAN YU 895,2022,3,CHN,0
412329695,LU RONG YUAN YU 895,2025,1,CHN,0
412329695,LU RONG YUAN YU 895,2026,1,CHN,0
412331069,LURONGYUANYU805,2017,2,CHN,0
412331069,LURONGYUANYU805,2018,10,CHN,0
412331069,LURONGYUANYU805,2019,32,CHN,0
412331069,LURONGYUANYU805,2020,12,CHN,0
412331069,LURONGYUANYU805,2021,1,CHN,0
701000628,PESCARGEN IV,2017,1,ARG,1
416229800,PEI SHENG NO.16,2017,2,TWN,0
416229800,PEI SHENG NO.16,2019,2,TWN,0
412331146,LU PENG YUANYU 087,2017,3,CHN,0
412331146,LU PENG YUANYU 087,2018,11,CHN,0
412331146,LU PENG YUANYU 087,2019,2,CHN,0
412331015,LURONGYUANYU818,2017,2,CHN,0
412331015,LURONGYUANYU818,2020,4,CHN,0
412331015,LURONGYUANYU818,2021,1,CHN,1
412331015,LURONGYUANYU818,2022,2,CHN,0
272770000,CALIPSO,2017,15,UKR,0
272770000,CALIPSO,2018,1,UKR,0
272770000,CALIPSO,2019,1,UKR,0
272770000,CALIPSO,2020,1,UKR,0
272770000,CALIPSO,2021,1,UKR,1
2000080,LQ              208,2017,26,UNKNOWN,0
200000001,LQYY            201,2017,8,UNKNOWN,0
412331081,JING YUAN 628,2017,1,CHN,0
412331081,JING YUAN 628,2026,1,CHN,0
412679810,LIAO YU 1 HAO,2017,2,CHN,0
412679810,LIAO YU 1 HAO,2018,1,CHN,0
412679810,LIAO YU 1 HAO,2019,4,CHN,0
576990000,OCEAN VENTURE 6,2017,1,VUT,0
412880936,HEBEI8588,2017,2,CHN,0
412880936,HEBEI8588,2018,14,CHN,0
412699080,JINHAI817,2017,1,CHN,0
412699080,JINHAI817,2018,2,CHN,0
412200335,GUOJI901,2017,6,CHN,0
412200335,GUOJI901,2018,16,CHN,1
412200335,GUOJI901,2019,10,CHN,0
412200335,GUOJI901,2020,9,CHN,0
412200335,GUOJI901,2023,1,CHN,0
412200335,GUOJI901,2026,2,CHN,0
412331071,LURONGYUANYU806,2017,5,CHN,0
412331071,LURONGYUANYU806,2018,17,CHN,0
412331071,LURONGYUANYU806,2019,32,CHN,0
412331071,LURONGYUANYU806,2020,10,CHN,0
412331071,LURONGYUANYU806,2021,1,CHN,0
412331071,LURONGYUANYU806,2022,24,CHN,0
412331071,LURONGYUANYU806,2023,6,CHN,0
412209145,GUOJI907,2017,4,CHN,0
412209145,GUOJI907,2018,6,CHN,0
412209145,GUOJI907,2019,9,CHN,0
412209145,GUOJI907,2020,17,CHN,0
412209145,GUOJI907,2026,4,CHN,0
416174500,JIH DA GAN,2017,1,TWN,0
416174500,JIH DA GAN,2020,1,TWN,0
412371203,HU SHUN YU 06,2017,1,CHN,0
412371203,HU SHUN YU 06,2019,4,CHN,0
412371203,HU SHUN YU 06,2023,1,CHN,0
701000818,DON SANTIAGO,2017,2,ARG,2
701000818,DON SANTIAGO,2018,3,ARG,3
701000818,DON SANTIAGO,2020,5,ARG,5
701000818,DON SANTIAGO,2025,3,ARG,3
701000818,DON SANTIAGO,2026,2,ARG,2
440683000,NO.303 TONG YOUNG,2017,7,KOR,0
440683000,NO.303 TONG YOUNG,2018,1,KOR,0
701000627,TAI AN,2017,3,ARG,3
701000627,TAI AN,2018,9,ARG,5
440101100,101 PENG LAN YU,2017,1,KOR,1
412421062,HUA XIANG 801,2017,2,CHN,0
412421062,HUA XIANG 801,2018,3,CHN,0
412421062,HUA XIANG 801,2019,1,CHN,0
263564000,ILHA BRAVA,2017,4,PRT,0
263564000,ILHA BRAVA,2018,3,PRT,0
701006080,PROMAC,2017,1,ARG,1
701006080,PROMAC,2019,1,ARG,1
701006080,PROMAC,2022,1,ARG,1
701006143,SOHO MARU 58,2017,2,ARG,2
701000675,ORION 3,2017,1,ARG,1
701000675,ORION 3,2025,1,ARG,1
701006139,ESTRELLA N`11,2017,1,ARG,1
701000892,TAISEI MARU N 8,2017,1,ARG,1
412271470,ZHONGYUANYU17,2017,1,CHN,0
412271470,ZHONGYUANYU17,2018,1,CHN,0
412420472,MING ZHOU 8,2017,1,CHN,0
412420472,MING ZHOU 8,2018,6,CHN,0
412420472,MING ZHOU 8,2019,3,CHN,0
412420472,MING ZHOU 8,2021,2,CHN,0
412420472,MING ZHOU 8,2022,1,CHN,0
701006085,NAVEGANTES III,2017,1,ARG,1
412439601,OUYA19,2017,3,CHN,0
412439601,OUYA19,2018,3,CHN,0
701000591,SAN JORGE MARTIR,2017,2,ARG,2
701000591,SAN JORGE MARTIR,2020,1,ARG,1
701000591,SAN JORGE MARTIR,2026,1,ARG,1
441330000,AGNES 107,2017,1,KOR,0
441330000,AGNES 107,2018,4,KOR,1
441330000,AGNES 107,2019,2,KOR,1
441330000,AGNES 107,2020,1,KOR,0
441330000,AGNES 107,2025,1,KOR,0
412326879,HAI YANG 1,2017,3,CHN,0
412326879,HAI YANG 1,2018,3,CHN,0
412326879,HAI YANG 1,2020,2,CHN,0
412328765,HAI YANG 5,2017,1,CHN,0
412328765,HAI YANG 5,2018,19,CHN,0
412328765,HAI YANG 5,2019,9,CHN,0
412328765,HAI YANG 5,2020,3,CHN,0
412328765,HAI YANG 5,2022,12,CHN,0
412328765,HAI YANG 5,2023,7,CHN,0
412328765,HAI YANG 5,2024,4,CHN,0
412328765,HAI YANG 5,2026,8,CHN,0
701000857,ORION 2,2017,2,ARG,2
416527000,WIN FU LAI,2017,2,TWN,0
701000681,XIN SHI JI 88,2017,1,ARG,1
701000940,DON LUIS I,2017,1,ARG,1
701000940,DON LUIS I,2023,1,ARG,1
701000940,DON LUIS I,2024,8,ARG,8
701000940,DON LUIS I,2025,6,ARG,5
412420382,MINGXIANG801,2017,2,CHN,0
412420382,MINGXIANG801,2018,17,CHN,0
412420382,MINGXIANG801,2019,18,CHN,0
412420382,MINGXIANG801,2025,2,CHN,0
441410000,AGNES 105,2017,2,KOR,0
441410000,AGNES 105,2018,8,KOR,0
441007000,316SUNHAE,2017,1,KOR,0
441007000,316SUNHAE,2018,3,KOR,1
441007000,316SUNHAE,2019,1,KOR,0
441298000,AGNES 102,2017,2,KOR,0
441298000,AGNES 102,2018,2,KOR,0
441298000,AGNES 102,2021,1,KOR,0
441298000,AGNES 102,2024,1,KOR,0
441298000,AGNES 102,2025,1,KOR,0
701000768,ESAMAR 4,2017,1,ARG,1
701006133,* ARBUMASA XXIX *,2017,1,ARG,1
701006133,* ARBUMASA XXIX *,2026,2,ARG,2
416004638,MAN SHUEN FA,2017,3,TWN,0
416004638,MAN SHUEN FA,2018,2,TWN,0
416004638,MAN SHUEN FA,2021,3,TWN,0
440502000,5.DONG IL,2017,3,KOR,0
440502000,5.DONG IL,2018,6,KOR,3
440502000,5.DONG IL,2019,1,KOR,0
440502000,5.DONG IL,2020,2,KOR,0
440502000,5.DONG IL,2024,2,KOR,1
701000959,606 TAE BAEK,2017,1,ARG,1
701000959,606 TAE BAEK,2025,1,ARG,1
701006145,CHOKYU MARU 18,2017,1,ARG,1
440684000,SAEIN NO9,2017,2,KOR,0
440684000,SAEIN NO9,2018,3,KOR,0
440684000,SAEIN NO9,2022,1,KOR,0
701006609,XIN SHI JI 91,2017,2,ARG,2
441766000,SAE IN NO.3,2017,1,KOR,0
441766000,SAE IN NO.3,2018,2,KOR,0
441766000,SAE IN NO.3,2019,1,KOR,1
441766000,SAE IN NO.3,2020,1,KOR,0
701000948,CLAUDINA,2017,1,ARG,1
701000691,PUENTE VALDES,2017,2,ARG,2
701006149,AURORA,2017,2,ARG,2
701006149,AURORA,2020,1,ARG,1
701000907,CORAL BLANCO,2017,2,ARG,2
701000717,**COALSA SEGUNDO**,2017,2,ARG,2
701000717,**COALSA SEGUNDO**,2018,2,ARG,2
701000717,**COALSA SEGUNDO**,2020,1,ARG,1
701000717,**COALSA SEGUNDO**,2026,3,ARG,3
701007026,CEIBE DOUS,2017,1,ARG,1
701007026,CEIBE DOUS,2018,1,ARG,1
701007026,CEIBE DOUS,2019,1,ARG,1
701000878,ESPADARTE,2017,2,ARG,2
701000878,ESPADARTE,2021,1,ARG,1
701006056,NAVEGANTES II,2017,2,ARG,2
701006056,NAVEGANTES II,2021,1,ARG,1
701006056,NAVEGANTES II,2025,1,ARG,1
701006151,DOMAIO,2017,2,ARG,2
701006151,DOMAIO,2024,3,ARG,3
701006046,VENTARRON I,2017,1,ARG,1
441767000,"SAE IN  NO,5",2017,3,KOR,0
441767000,"SAE IN  NO,5",2018,4,KOR,0
441767000,"SAE IN  NO,5",2019,2,KOR,0
701006135,SCIROCCO,2017,1,ARG,1
701006135,SCIROCCO,2022,1,ARG,1
701006135,SCIROCCO,2024,1,ARG,1
701000938,DON MIGUEL I,2017,1,ARG,1
701000938,DON MIGUEL I,2019,1,ARG,1
701000938,DON MIGUEL I,2024,1,ARG,1
701000938,DON MIGUEL I,2025,3,ARG,3
701000938,DON MIGUEL I,2026,2,ARG,2
701000870,DON NATALIO,2017,4,ARG,4
701000870,DON NATALIO,2018,1,ARG,1
701000870,DON NATALIO,2023,1,ARG,1
701006040,ATREVIDO,2017,1,ARG,1
701006040,ATREVIDO,2022,1,ARG,1
701006040,ATREVIDO,2024,1,ARG,1
701006731,HUYU 906,2017,1,ARG,1
701006731,HUYU 906,2024,1,ARG,1
701000680,XIN SHI JI N99,2017,1,ARG,1
701000680,XIN SHI JI N99,2020,1,ARG,1
701000816,HUAFENG 815,2017,1,ARG,1
701000816,HUAFENG 815,2020,1,ARG,1
701000816,HUAFENG 815,2021,2,ARG,2
701000816,HUAFENG 815,2022,4,ARG,3
701000816,HUAFENG 815,2024,1,ARG,1
701000816,HUAFENG 815,2026,1,ARG,1
412401950,MINGYUAN,2017,1,CHN,0
412401950,MINGYUAN,2019,2,CHN,0
412401950,MINGYUAN,2022,1,CHN,0
224559000,PLAYA DE RODAS,2017,15,ESP,1
224559000,PLAYA DE RODAS,2018,23,ESP,0
224559000,PLAYA DE RODAS,2019,11,ESP,0
224559000,PLAYA DE RODAS,2020,28,ESP,1
224559000,PLAYA DE RODAS,2021,6,ESP,0
224559000,PLAYA DE RODAS,2022,1,ESP,0
224559000,PLAYA DE RODAS,2025,2,ESP,0
412118811,CHANG SHUN 18,2017,2,CHN,0
412329652,CHANG SHUN NO 1,2017,1,CHN,0
412329652,CHANG SHUN NO 1,2019,1,CHN,0
412329652,CHANG SHUN NO 1,2023,1,CHN,0
416573000,"LIAN CHI CHENG NO,3",2017,2,TWN,0
416573000,"LIAN CHI CHENG NO,3",2018,6,TWN,0
412328763,RUN DA 9,2017,18,CHN,0
412328763,RUN DA 9,2018,30,CHN,0
412328763,RUN DA 9,2019,34,CHN,0
412328763,RUN DA 9,2020,25,CHN,0
412328763,RUN DA 9,2026,1,CHN,0
412440154,FUYUANYU878,2017,3,CHN,0
412440154,FUYUANYU878,2018,1,CHN,0
412440154,FUYUANYU878,2019,3,CHN,0
412329656,LU HUANG YUAN YU 106,2017,2,CHN,0
412329656,LU HUANG YUAN YU 106,2018,5,CHN,0
412329656,LU HUANG YUAN YU 106,2019,5,CHN,0
412440555,FU YUAN YU 7882,2017,4,CHN,0
412440555,FU YUAN YU 7882,2018,12,CHN,0
412331088,LU HUANG YUAN YU 118,2017,1,CHN,0
412331088,LU HUANG YUAN YU 118,2019,12,CHN,0
412331075,LURONGYUANYU 279,2017,1,CHN,0
412331075,LURONGYUANYU 279,2018,1,CHN,0
412331075,LURONGYUANYU 279,2019,1,CHN,0
412331075,LURONGYUANYU 279,2020,4,CHN,0
441603150,YUAN CHING,2017,1,KOR,0
441603150,YUAN CHING,2018,2,KOR,0
224571000,FIGARO,2017,23,ESP,1
224571000,FIGARO,2018,48,ESP,1
224571000,FIGARO,2019,44,ESP,3
224571000,FIGARO,2020,19,ESP,0
416545000,MING MAN,2017,3,TWN,0
416545000,MING MAN,2018,11,TWN,0
416545000,MING MAN,2019,5,TWN,0
416545000,MING MAN,2020,3,TWN,1
416545000,MING MAN,2021,5,TWN,0
416545000,MING MAN,2022,4,TWN,0
416545000,MING MAN,2023,2,TWN,0
416545000,MING MAN,2024,1,TWN,0
412420908,ZHOUYU7,2017,1,CHN,0
412420908,ZHOUYU7,2019,7,CHN,0
701000517,ARBUMASA XXVII,2017,1,ARG,1
701000517,ARBUMASA XXVII,2024,1,ARG,1
701000819,PAOLA S,2017,2,ARG,2
416236500,HSIANG JIN FA,2017,2,TWN,0
416236500,HSIANG JIN FA,2021,1,TWN,0
412581811,,2017,1,CHN,0
701006020,DESAFIO,2017,2,ARG,2
701006020,DESAFIO,2024,1,ARG,1
701006020,DESAFIO,2025,1,ARG,1
701006020,DESAFIO,2026,5,ARG,5
701006083,MARIA EUGENIA,2017,1,ARG,1
412439608,YONG FA 1,2017,3,CHN,0
412439608,YONG FA 1,2018,10,CHN,0
412439608,YONG FA 1,2019,3,CHN,0
412439608,YONG FA 1,2020,21,CHN,0
412439608,YONG FA 1,2025,1,CHN,0
412439608,YONG FA 1,2026,4,CHN,0
412329644,LUWEIYUANYU898,2017,2,CHN,0
412329644,LUWEIYUANYU898,2018,13,CHN,0
412329644,LUWEIYUANYU898,2019,5,CHN,0
412329644,LUWEIYUANYU898,2020,3,CHN,0
412420935,ZHOU YU 9,2017,4,CHN,0
412420935,ZHOU YU 9,2018,7,CHN,0
701000529,SIRIUS III,2017,1,ARG,1
701000529,SIRIUS III,2018,2,ARG,2
701000765,SIRIUS II,2017,1,ARG,1
701000765,SIRIUS II,2020,3,ARG,3
701000814,VALIENTE 2,2017,1,ARG,1
416336000,KAO FONG NO 372,2017,11,TWN,0
770576321,RAMBLA,2017,1,URY,0
272364000,SIMEIZ,2017,1,UKR,0
272364000,SIMEIZ,2018,15,UKR,0
272364000,SIMEIZ,2020,1,UKR,0
412328281,LIAOYU 8,2017,1,CHN,0
440203000,KINGSTAR,2017,3,KOR,0
440203000,KINGSTAR,2018,7,KOR,0
440203000,KINGSTAR,2019,10,KOR,0
440203000,KINGSTAR,2021,8,KOR,0
440203000,KINGSTAR,2022,12,KOR,0
440203000,KINGSTAR,2023,17,KOR,1
440203000,KINGSTAR,2024,14,KOR,0
440203000,KINGSTAR,2025,6,KOR,0
440203000,KINGSTAR,2026,2,KOR,0
441868000,KOSTAR,2017,2,KOR,0
441868000,KOSTAR,2018,2,KOR,1
441868000,KOSTAR,2019,2,KOR,1
441868000,KOSTAR,2020,1,KOR,0
412420563,HAN YI 3,2017,1,CHN,0
412420563,HAN YI 3,2018,6,CHN,0
412420563,HAN YI 3,2021,1,CHN,0
412331811,2018,2017,1,CHN,0
416689000,YUH MAO NO.236,2017,3,TWN,0
416689000,YUH MAO NO.236,2018,5,TWN,0
416689000,YUH MAO NO.236,2019,9,TWN,0
416689000,YUH MAO NO.236,2020,1,TWN,0
701042000,LUCA MARIO,2017,1,ARG,1
701042000,LUCA MARIO,2026,2,ARG,2
701000539,PAKU,2017,1,ARG,1
416180800,FU.MAO268,2017,2,TWN,0
416180800,FU.MAO268,2019,3,TWN,0
416180800,FU.MAO268,2020,5,TWN,0
416180800,FU.MAO268,2021,1,TWN,0
416180800,FU.MAO268,2023,1,TWN,0
416180800,FU.MAO268,2024,2,TWN,0
416180800,FU.MAO268,2025,4,TWN,0
412421005,SHUN XING 16,2017,1,CHN,1
412421005,SHUN XING 16,2018,18,CHN,0
412421005,SHUN XING 16,2019,13,CHN,0
412421005,SHUN XING 16,2023,1,CHN,0
412421005,SHUN XING 16,2026,1,CHN,0
701000658,FERNANDO ALVAREZ,2017,1,ARG,1
701000658,FERNANDO ALVAREZ,2019,1,ARG,1
701000658,FERNANDO ALVAREZ,2023,1,ARG,1
412420418,ZHOU HONG YUA 2,2017,4,CHN,1
412420418,ZHOU HONG YUA 2,2018,21,CHN,0
412420418,ZHOU HONG YUA 2,2019,12,CHN,0
412420418,ZHOU HONG YUA 2,2020,15,CHN,0
740366000,ROBIN M. LEE,2017,3,FLK,0
740366000,ROBIN M. LEE,2018,1,FLK,0
740366000,ROBIN M. LEE,2019,2,FLK,0
740366000,ROBIN M. LEE,2024,1,FLK,0
740366000,ROBIN M. LEE,2025,1,FLK,0
740358000,CASTELO,2017,2,FLK,0
740358000,CASTELO,2019,2,FLK,0
