mmsi,name,year,gaps,flags,either_endpoint_inside_eez
416251900,SHIN TORNG SHING,2024,3,TWN,0
440816000,NO.103KUMYANG,2018,1,KOR,0
440816000,NO.103KUMYANG,2019,1,KOR,0
440816000,NO.103KUMYANG,2024,1,KOR,0
412331281,628,2018,1,CHN,0
412331281,628,2023,1,CHN,0
412000601,,2018,1,CHN,0
412440607,FU YUAN YU   7887,2018,7,CHN,0
412440607,FU YUAN YU   7887,2019,4,CHN,0
412440607,FU YUAN YU   7887,2023,2,CHN,0
412440607,FU YUAN YU   7887,2024,6,CHN,0
412440606,FU YUAN YU 7886,2018,7,CHN,0
412440606,FU YUAN YU 7886,2019,13,CHN,0
412440606,FU YUAN YU 7886,2025,1,CHN,0
701006062,MAREJADA,2018,1,ARG,1
701006062,MAREJADA,2020,1,ARG,1
701006062,MAREJADA,2023,1,ARG,1
701006062,MAREJADA,2024,7,ARG,7
701006062,MAREJADA,2025,1,ARG,1
412420578,RUNDA605,2018,12,CHN,0
150400453,LURONGYUANYU717,2018,3,UNKNOWN,0
150400453,LURONGYUANYU717,2019,9,UNKNOWN,0
150400453,LURONGYUANYU717,2021,3,UNKNOWN,1
150400453,LURONGYUANYU717,2023,1,UNKNOWN,0
412331078,LURONGYUANYU688,2018,5,CHN,0
412331078,LURONGYUANYU688,2019,4,CHN,0
412331078,LURONGYUANYU688,2020,6,CHN,0
412331078,LURONGYUANYU688,2022,2,CHN,0
412331078,LURONGYUANYU688,2026,1,CHN,0
416029800,CHIN CHUN,2018,7,TWN,0
150402940,SHUNHANG1,2018,4,UNKNOWN,0
150402940,SHUNHANG1,2019,10,UNKNOWN,0
150402940,SHUNHANG1,2021,1,UNKNOWN,0
412328784,WEI YU19,2018,9,CHN,0
412328784,WEI YU19,2019,1,CHN,0
412401220,MING WANG,2018,1,CHN,0
412401220,MING WANG,2019,1,CHN,0
701055000,CALLEJA,2018,1,ARG,1
701055000,CALLEJA,2020,6,ARG,6
701055000,CALLEJA,2021,1,ARG,1
701055000,CALLEJA,2023,2,ARG,2
701055000,CALLEJA,2024,7,ARG,7
701055000,CALLEJA,2025,3,ARG,3
701055000,CALLEJA,2026,2,ARG,2
440261000,107 EUNHAE,2018,3,KOR,0
440261000,107 EUNHAE,2019,2,KOR,0
440261000,107 EUNHAE,2022,2,KOR,0
416563000,JIN  YUH LONG,2018,10,TWN,0
416563000,JIN  YUH LONG,2019,1,TWN,0
412420805,PUYUAN777,2018,12,CHN,0
412420805,PUYUAN777,2019,4,CHN,0
701000570,TABEIRON TRES,2018,5,ARG,5
701000570,TABEIRON TRES,2019,1,ARG,1
701000570,TABEIRON TRES,2020,4,ARG,4
701000570,TABEIRON TRES,2021,12,ARG,11
701000570,TABEIRON TRES,2022,5,ARG,5
701000570,TABEIRON TRES,2023,11,ARG,11
701000570,TABEIRON TRES,2024,10,ARG,10
701000570,TABEIRON TRES,2025,3,ARG,3
701000570,TABEIRON TRES,2026,2,ARG,2
412420677,RUN DA 610,2018,4,CHN,0
416164900,FU KUO NO.1,2018,1,TWN,0
412420651,RUN DA 617,2018,10,CHN,0
701006235,PORTOBELO I,2018,2,ARG,2
701006235,PORTOBELO I,2019,2,ARG,2
701006235,PORTOBELO I,2020,19,ARG,19
701006235,PORTOBELO I,2021,5,ARG,5
701006235,PORTOBELO I,2022,1,ARG,1
701006235,PORTOBELO I,2023,10,ARG,8
701006235,PORTOBELO I,2024,10,ARG,10
701006235,PORTOBELO I,2025,6,ARG,4
701006235,PORTOBELO I,2026,4,ARG,4
412420376,XINJILI15,2018,3,CHN,0
412420376,XINJILI15,2022,1,CHN,0
701000820,CORAJE,2018,2,ARG,2
701000820,CORAJE,2019,2,ARG,2
412439588,OUYA9,2018,3,CHN,1
412439588,OUYA9,2019,2,CHN,0
412439588,OUYA9,2026,4,CHN,0
441879000,101HAERANG,2018,2,KOR,0
441879000,101HAERANG,2019,1,KOR,0
441879000,101HAERANG,2020,2,KOR,0
441879000,101HAERANG,2021,2,KOR,0
701006082,MALVINAS ARGENTINAS,2018,1,ARG,1
701006082,MALVINAS ARGENTINAS,2019,1,ARG,1
412326883,ZHAN HAI 006,2018,3,CHN,0
412326883,ZHAN HAI 006,2021,3,CHN,0
412326883,ZHAN HAI 006,2023,1,CHN,0
412420013,HAI LI 18,2018,2,CHN,0
412420013,HAI LI 18,2019,8,CHN,0
412420013,HAI LI 18,2020,2,CHN,0
412420013,HAI LI 18,2022,1,CHN,0
412333738,LURONGYUANYU772,2018,13,CHN,0
412333738,LURONGYUANYU772,2019,4,CHN,0
412333738,LURONGYUANYU772,2024,1,CHN,0
412333738,LURONGYUANYU772,2025,1,CHN,0
412420313,JIADE2,2018,1,CHN,0
412420313,JIADE2,2019,10,CHN,0
412422732,JINHAI 823,2018,11,CHN,0
412422732,JINHAI 823,2019,10,CHN,0
441082000,AGNES 1,2018,1,KOR,0
701000743,LAIA,2018,1,ARG,1
701000743,LAIA,2022,1,ARG,1
701000743,LAIA,2023,1,ARG,1
441413000,AGNES101,2018,2,KOR,0
441413000,AGNES101,2020,1,KOR,0
441413000,AGNES101,2024,1,KOR,0
441413000,AGNES101,2025,1,KOR,0
441413000,AGNES101,2026,1,KOR,0
412465012,SHEN GANG SHUN 8,2018,3,CHN,0
412465012,SHEN GANG SHUN 8,2019,2,CHN,0
412465012,SHEN GANG SHUN 8,2026,1,CHN,0
900028533,,2018,4,UNKNOWN,0
900028533,,2019,3,UNKNOWN,0
900028533,,2020,4,UNKNOWN,0
900028533,,2021,7,UNKNOWN,0
900028533,,2022,2,UNKNOWN,0
412420941,HUALI8,2018,5,CHN,1
412420941,HUALI8,2019,6,CHN,0
412420941,HUALI8,2020,18,CHN,0
412333796,LURONGYUANYU667,2018,5,CHN,0
412333796,LURONGYUANYU667,2019,8,CHN,0
412333796,LURONGYUANYU667,2020,5,CHN,0
412420312,JIA DE 1,2018,2,CHN,0
412420312,JIA DE 1,2019,10,CHN,1
412420312,JIA DE 1,2021,2,CHN,0
412420312,JIA DE 1,2025,1,CHN,0
412420317,JIA DE 8,2018,6,CHN,0
412420317,JIA DE 8,2020,1,CHN,0
412421041,DONG YU 1529,2018,17,CHN,0
412421041,DONG YU 1529,2019,12,CHN,0
416639000,HER YANG NO1,2018,3,TWN,0
416250700,AN FONG NO.188,2018,2,TWN,0
416250700,AN FONG NO.188,2022,1,TWN,0
416250700,AN FONG NO.188,2023,1,TWN,0
412271490,ZHONGYUANYU11,2018,1,CHN,0
416252600,HSIANG HO NO.8,2018,1,TWN,0
416252600,HSIANG HO NO.8,2022,1,TWN,0
412421068,HAILI 38,2018,15,CHN,0
412421068,HAILI 38,2019,16,CHN,0
412421068,HAILI 38,2020,5,CHN,0
412421068,HAILI 38,2021,2,CHN,0
412421068,HAILI 38,2023,1,CHN,0
412421068,HAILI 38,2024,1,CHN,0
412421066,HAILI28,2018,15,CHN,1
412421066,HAILI28,2019,15,CHN,1
412421066,HAILI28,2020,6,CHN,0
412421066,HAILI28,2021,1,CHN,0
412421066,HAILI28,2022,5,CHN,0
412421066,HAILI28,2025,1,CHN,0
412421066,HAILI28,2026,1,CHN,0
740349000,KESTREL,2018,4,FLK,0
740349000,KESTREL,2020,1,FLK,0
740349000,KESTREL,2025,2,FLK,0
224301000,IVAN NORES,2018,26,ESP,0
224301000,IVAN NORES,2019,16,ESP,0
224301000,IVAN NORES,2020,43,ESP,1
224301000,IVAN NORES,2021,9,ESP,0
412420666,1BE,2018,11,CHN,0
412699210,MING HUA,2018,2,CHN,0
412420936,ZHOU YU 10,2018,1,CHN,0
416004105,XING HUA SHENG 686,2018,1,TWN,0
412328741,LU RONG YUAN YU 777,2018,22,CHN,0
412328741,LU RONG YUAN YU 777,2019,13,CHN,0
412328741,LU RONG YUAN YU 777,2020,12,CHN,0
412231055,LU HUAN YUAN YU 116,2018,1,CHN,0
412440152,FU YUAN YU 876,2018,2,CHN,0
412440513,FU YUAN YU 199,2018,3,CHN,0
412420799,HUA YING 209,2018,1,CHN,0
150402949,LURONGYUANYU197,2018,4,UNKNOWN,0
150402949,LURONGYUANYU197,2019,13,UNKNOWN,0
150402949,LURONGYUANYU197,2021,3,UNKNOWN,0
150402949,LURONGYUANYU197,2023,2,UNKNOWN,0
412439757,HAI FENG 4,2018,3,CHN,0
412439757,HAI FENG 4,2019,6,CHN,0
412420471,MING ZHOU 6,2018,1,CHN,0
412420471,MING ZHOU 6,2020,3,CHN,0
224235000,MANUEL NORES,2018,24,ESP,0
224235000,MANUEL NORES,2019,22,ESP,0
224235000,MANUEL NORES,2020,40,ESP,0
224235000,MANUEL NORES,2021,34,ESP,0
224235000,MANUEL NORES,2022,14,ESP,0
224235000,MANUEL NORES,2023,18,ESP,0
224235000,MANUEL NORES,2024,2,ESP,0
200008115,SEA 5,2018,2,UNKNOWN,0
412421014,XIN JI LI 56,2018,1,CHN,0
412421014,XIN JI LI 56,2024,1,CHN,0
412271480,ZHONG YUAN YU 16,2018,1,CHN,0
412271480,ZHONG YUAN YU 16,2019,3,CHN,0
701000597,SAN MATEO,2018,1,ARG,1
701000597,SAN MATEO,2021,1,ARG,1
701000597,SAN MATEO,2022,1,ARG,1
701000875,ESTHER 153,2018,4,ARG,4
701000875,ESTHER 153,2020,3,ARG,3
701000875,ESTHER 153,2023,16,ARG,16
701000875,ESTHER 153,2024,4,ARG,4
701000875,ESTHER 153,2025,6,ARG,6
701000875,ESTHER 153,2026,9,ARG,9
701000663,ASUDEPES II,2018,1,ARG,1
701000663,ASUDEPES II,2024,3,ARG,3
412420378,HUALI16,2018,2,CHN,0
412420378,HUALI16,2019,1,CHN,0
412420221,XINJILI16,2018,1,CHN,0
150402944,LURONGYUANYU277,2018,2,UNKNOWN,0
150402944,LURONGYUANYU277,2019,3,UNKNOWN,0
150402944,LURONGYUANYU277,2020,1,UNKNOWN,0
150402944,LURONGYUANYU277,2022,1,UNKNOWN,0
150402944,LURONGYUANYU277,2023,1,UNKNOWN,0
412331181,LU RONG YUAN YU 939,2018,2,CHN,0
412331181,LU RONG YUAN YU 939,2020,2,CHN,0
412331181,LU RONG YUAN YU 939,2021,9,CHN,0
412420209,ZHOU YU   5,2018,2,CHN,1
412420209,ZHOU YU   5,2021,2,CHN,0
412420209,ZHOU YU   5,2023,23,CHN,0
412334076,LURONGYANYU605,2018,1,CHN,0
412334076,LURONGYANYU605,2019,1,CHN,0
412334076,LURONGYANYU605,2020,1,CHN,0
416562000,YUH LONG FA,2018,4,TWN,0
800032634,,2018,1,UNKNOWN,0
800032634,,2019,1,UNKNOWN,0
800032634,,2021,1,UNKNOWN,0
416029900,EAGLE NO.16,2018,1,TWN,0
412330938,LURONGYUANYU759,2018,4,CHN,0
412420816,HAI LI 8,2018,1,CHN,0
412420816,HAI LI 8,2019,10,CHN,0
412420816,HAI LI 8,2020,9,CHN,0
412420816,HAI LI 8,2021,1,CHN,0
412420816,HAI LI 8,2022,2,CHN,0
412439599,OU YA 27,2018,1,CHN,0
412439599,OU YA 27,2019,4,CHN,0
412439599,OU YA 27,2020,1,CHN,0
412439599,OU YA 27,2025,1,CHN,0
412333344,LURONGYUANYU708,2018,11,CHN,1
412333344,LURONGYUANYU708,2019,17,CHN,0
412333344,LURONGYUANYU708,2020,13,CHN,0
412333344,LURONGYUANYU708,2026,10,CHN,0
200006661,"829,",2018,3,UNKNOWN,0
200006661,"829,",2020,4,UNKNOWN,0
200006661,"829,",2021,8,UNKNOWN,0
416117800,JIN MAO 101,2018,5,TWN,0
412690730,ZHOU YU ER HAO,2018,2,CHN,0
200014514,,2018,1,UNKNOWN,0
200014514,,2019,4,UNKNOWN,0
200014514,,2023,1,UNKNOWN,0
200014514,,2024,1,UNKNOWN,0
200014514,,2025,1,UNKNOWN,0
412420,NINTA16,2018,2,CHN,0
412439586,OU YA 7,2018,2,CHN,0
412439586,OU YA 7,2022,4,CHN,0
412439586,OU YA 7,2023,1,CHN,0
412440151,FUYUANYU875,2018,1,CHN,0
412440151,FUYUANYU875,2019,3,CHN,0
412420688,HUA LI 19,2018,1,CHN,0
412420688,HUA LI 19,2019,6,CHN,0
412420688,HUA LI 19,2020,13,CHN,0
412420688,HUA LI 19,2021,1,CHN,0
412200336,GUOJI902,2018,21,CHN,0
412200336,GUOJI902,2019,4,CHN,0
412200336,GUOJI902,2020,4,CHN,0
412200336,GUOJI902,2022,1,CHN,0
412200336,GUOJI902,2023,1,CHN,0
412200336,GUOJI902,2026,2,CHN,0
412420809,MING XIANG 818,2018,3,CHN,0
412420809,MING XIANG 818,2019,7,CHN,0
412420809,MING XIANG 818,2022,2,CHN,0
701007039,ARRUFO,2018,2,ARG,2
701007039,ARRUFO,2020,1,ARG,1
412330141,LU PENG YUAN YU 029,2018,1,CHN,0
412330141,LU PENG YUAN YU 029,2023,2,CHN,0
701000856,ROSARIO G,2018,3,ARG,3
701000856,ROSARIO G,2021,1,ARG,1
412329683,LUWENYUANYU178,2018,2,CHN,0
412420456,H0NGDA1,2018,1,CHN,0
716353264,VITORIA FILHA II,2018,1,UNKNOWN,0
701006427,DUKAT,2018,2,ARG,2
701006427,DUKAT,2020,2,ARG,2
701006427,DUKAT,2021,1,ARG,1
224374000,FARRUCO,2018,15,ESP,0
224374000,FARRUCO,2019,31,ESP,1
224374000,FARRUCO,2020,39,ESP,0
224374000,FARRUCO,2021,29,ESP,0
224374000,FARRUCO,2022,4,ESP,0
224374000,FARRUCO,2023,7,ESP,0
312397000,PRAIA DE SANTA CRUZ,2018,8,BLZ,0
312397000,PRAIA DE SANTA CRUZ,2019,28,BLZ,0
312397000,PRAIA DE SANTA CRUZ,2021,23,BLZ,0
701006755,** HU YU 908 **,2018,4,ARG,4
701006755,** HU YU 908 **,2019,4,ARG,4
701006755,** HU YU 908 **,2025,4,ARG,4
701006755,** HU YU 908 **,2026,2,ARG,2
770565353,BADARO,2018,1,URY,1
770565353,BADARO,2019,4,URY,2
701006735,XIN SHI JI 98,2018,1,ARG,1
412331141,LU WEI YUAN YU 989,2018,2,CHN,0
412420624,NING TAI 57,2018,8,CHN,0
412420624,NING TAI 57,2019,7,CHN,1
412331072,LURONGYUANYU808,2018,4,CHN,0
412331072,LURONGYUANYU808,2019,1,CHN,0
412331072,LURONGYUANYU808,2020,4,CHN,1
412331073,LURONGYUANYU805,2018,3,CHN,0
412331073,LURONGYUANYU805,2019,11,CHN,0
412331073,LURONGYUANYU805,2020,5,CHN,0
412331073,LURONGYUANYU805,2021,12,CHN,0
412331073,LURONGYUANYU805,2023,1,CHN,0
701000755,SAN ANDRES APOSTOL,2018,1,ARG,1
701000755,SAN ANDRES APOSTOL,2021,2,ARG,2
701000755,SAN ANDRES APOSTOL,2022,1,ARG,1
701000755,SAN ANDRES APOSTOL,2026,2,ARG,2
701006750,ALVAREZ ENTRENA VI,2018,2,ARG,2
701006750,ALVAREZ ENTRENA VI,2019,1,ARG,1
701000929,BEAGLE I,2018,1,ARG,1
701000929,BEAGLE I,2025,1,ARG,1
701000785,CODEPECA 3,2018,1,ARG,1
701006757,PUNTA PARDELAS,2018,1,ARG,1
416004839,YUN MAO NO.168,2018,1,TWN,0
416004839,YUN MAO NO.168,2019,1,TWN,0
416004839,YUN MAO NO.168,2020,1,TWN,0
416004839,YUN MAO NO.168,2024,2,TWN,0
770576062,CORAL,2018,1,URY,0
770576062,CORAL,2019,1,URY,1
770576062,CORAL,2021,2,URY,1
770576062,CORAL,2023,1,URY,1
770576062,CORAL,2024,1,URY,0
701067000,DON JUAN,2018,1,ARG,1
701067000,DON JUAN,2019,1,ARG,1
701067000,DON JUAN,2024,1,ARG,1
412217999,FU RONG HAI,2018,1,CHN,0
701000909,MARTA S,2018,1,ARG,1
701000909,MARTA S,2020,1,ARG,1
701000909,MARTA S,2025,1,ARG,1
701000909,MARTA S,2026,1,ARG,1
701000844,PUCARA,2018,3,ARG,3
701000844,PUCARA,2021,1,ARG,1
701000844,PUCARA,2022,1,ARG,1
701000844,PUCARA,2023,7,ARG,7
701000844,PUCARA,2024,5,ARG,5
701000844,PUCARA,2025,1,ARG,1
701000844,PUCARA,2026,6,ARG,4
312411000,JOANA PRINCESA <<,2018,7,BLZ,0
312411000,JOANA PRINCESA <<,2019,26,BLZ,2
401009994,PACHACA,2018,1,AFG,1
701000830,MAR ESMERALDA,2018,2,ARG,2
701000830,MAR ESMERALDA,2026,1,ARG,1
999763638,MANU II,2018,2,UNKNOWN,0
999763638,MANU II,2019,1,UNKNOWN,0
701006377,ARGENOVA XXIII,2018,1,ARG,1
701000540,HUAFENG818,2018,1,ARG,1
701000540,HUAFENG818,2020,1,ARG,1
701000540,HUAFENG818,2021,1,ARG,1
701117000,MARIA ALEJANDRA 1,2018,2,ARG,2
701117000,MARIA ALEJANDRA 1,2019,28,ARG,28
710902853,MARBELLA I,2018,2,BRA,0
541620034,MEGA NO.2,2018,1,UNKNOWN,0
701059000,GURISES,2018,2,ARG,2
701059000,GURISES,2020,1,ARG,1
701059000,GURISES,2022,1,ARG,1
701059000,GURISES,2023,1,ARG,1
996278653,D ARMAN,2018,1,UNKNOWN,0
701000719,7 DE DICIEMBRE,2018,4,ARG,4
701000719,7 DE DICIEMBRE,2019,4,ARG,4
701000719,7 DE DICIEMBRE,2021,3,ARG,3
701000719,7 DE DICIEMBRE,2022,2,ARG,2
701000719,7 DE DICIEMBRE,2023,2,ARG,2
701000719,7 DE DICIEMBRE,2025,1,ARG,1
701000949,ARGENOVA 9,2018,1,ARG,1
701000949,ARGENOVA 9,2025,1,ARG,1
701000949,ARGENOVA 9,2026,1,ARG,1
701000958,DON ANTONIO,2018,2,ARG,2
701000662,ARBUMASA XVI,2018,3,ARG,3
701000549,ARGENOVA 4,2018,1,ARG,1
701006074,ARBUMASA XIV,2018,1,ARG,1
719253501,VO SILVESTRE I,2018,1,UNKNOWN,0
710632678,COSTA NEVES1 CN,2018,2,BRA,0
710632678,COSTA NEVES1 CN,2019,1,BRA,0
701000764,CODEPECA 4,2018,1,ARG,1
701000764,CODEPECA 4,2019,1,ARG,1
701000764,CODEPECA 4,2020,1,ARG,1
725000667,GLOBALPESCA III,2018,3,CHL,0
725000667,GLOBALPESCA III,2019,2,CHL,0
725000667,GLOBALPESCA III,2022,4,CHL,0
725000667,GLOBALPESCA III,2023,3,CHL,0
713346809,PRIMAVERA XVII,2018,1,UNKNOWN,0
725002350,GLOBALPESCA I,2018,1,CHL,0
725002350,GLOBALPESCA I,2019,2,CHL,0
725002350,GLOBALPESCA I,2021,1,CHL,0
725002350,GLOBALPESCA I,2023,1,CHL,0
725002350,GLOBALPESCA I,2024,2,CHL,0
725002350,GLOBALPESCA I,2025,1,CHL,0
701006409,SALVADOR R,2018,1,ARG,1
701006409,SALVADOR R,2020,1,ARG,1
701006409,SALVADOR R,2021,1,ARG,1
701006409,SALVADOR R,2023,1,ARG,1
701006409,SALVADOR R,2025,1,ARG,1
710555017,ROTA DO MAR I,2018,1,BRA,0
701007022,MAR DE ORO,2018,1,ARG,1
701007022,MAR DE ORO,2021,1,ARG,1
701007014,SANTA BARBARA,2018,1,ARG,1
701000533,JUPITER II,2018,8,ARG,8
701000533,JUPITER II,2019,3,ARG,3
701000533,JUPITER II,2020,7,ARG,7
701000533,JUPITER II,2021,5,ARG,5
701000533,JUPITER II,2022,2,ARG,2
701000533,JUPITER II,2024,2,ARG,2
701000533,JUPITER II,2025,3,ARG,3
701000533,JUPITER II,2026,2,ARG,2
701007036,MARIA RITA,2018,1,ARG,1
701007036,MARIA RITA,2024,1,ARG,1
710100200,MARCO ANTONIO,2018,3,BRA,0
710100200,MARCO ANTONIO,2022,1,BRA,0
710100200,MARCO ANTONIO,2023,2,BRA,0
701006065,SANTANGELO,2018,1,ARG,1
701006065,SANTANGELO,2022,4,ARG,3
701006065,SANTANGELO,2023,3,ARG,3
718100573,BERNARDO XVII,2018,1,UNKNOWN,0
718100573,BERNARDO XVII,2019,2,UNKNOWN,0
770576080,RIO SOLIS,2018,2,URY,1
770576080,RIO SOLIS,2019,13,URY,11
770576080,RIO SOLIS,2020,13,URY,10
770576080,RIO SOLIS,2024,3,URY,3
770576080,RIO SOLIS,2025,2,URY,0
770576080,RIO SOLIS,2026,1,URY,1
412331209,LU RONG YUAN YU 883,2018,3,CHN,0
412331209,LU RONG YUAN YU 883,2019,9,CHN,0
412331209,LU RONG YUAN YU 883,2020,2,CHN,0
412331209,LU RONG YUAN YU 883,2021,16,CHN,0
412331209,LU RONG YUAN YU 883,2022,3,CHN,0
701041000,MIRIAM,2018,1,ARG,1
701041000,MIRIAM,2020,1,ARG,1
770576439,ALTAMAR,2018,1,URY,0
495700913,JOEL SANTOS2,2018,1,UNKNOWN,0
701006057,SAN PASCUAL,2018,1,ARG,1
701006057,SAN PASCUAL,2019,1,ARG,1
701006057,SAN PASCUAL,2020,1,ARG,1
701006057,SAN PASCUAL,2021,2,ARG,2
701006057,SAN PASCUAL,2025,18,ARG,18
701006057,SAN PASCUAL,2026,8,ARG,8
412333654,LU LAN YUAN YU 058,2018,1,CHN,0
412333654,LU LAN YUAN YU 058,2019,1,CHN,0
412333654,LU LAN YUAN YU 058,2020,1,CHN,1
412333654,LU LAN YUAN YU 058,2021,4,CHN,0
412333654,LU LAN YUAN YU 058,2022,2,CHN,0
412331076,HENGXIN7,2018,2,CHN,0
412331076,HENGXIN7,2020,1,CHN,1
412331076,HENGXIN7,2021,1,CHN,0
412331076,HENGXIN7,2026,3,CHN,0
412333657,LULANYUANYU 069,2018,1,CHN,0
412333657,LULANYUANYU 069,2019,2,CHN,1
412333657,LULANYUANYU 069,2020,6,CHN,0
412333657,LULANYUANYU 069,2021,3,CHN,0
412333657,LULANYUANYU 069,2022,7,CHN,0
412333657,LULANYUANYU 069,2024,1,CHN,0
412333657,LULANYUANYU 069,2026,1,CHN,0
444002117,NO1 GLORIA,2018,1,UNKNOWN,0
412334078,LURONGYUANYU607,2018,1,CHN,0
740406000,ARGOS CIES,2018,2,FLK,0
740406000,ARGOS CIES,2019,1,FLK,0
740406000,ARGOS CIES,2020,2,FLK,0
740406000,ARGOS CIES,2021,3,FLK,0
412329642,LU WEI YUAN YU 858,2018,1,CHN,0
412329642,LU WEI YUAN YU 858,2023,1,CHN,0
412336718,LUWEIYUANYU969,2018,1,CHN,0
412336718,LUWEIYUANYU969,2019,2,CHN,0
412336718,LUWEIYUANYU969,2020,1,CHN,0
412336718,LUWEIYUANYU969,2021,1,CHN,0
412336718,LUWEIYUANYU969,2022,2,CHN,0
412336718,LUWEIYUANYU969,2026,1,CHN,0
412465014,SHEN  GANG  SHUN  6,2018,1,CHN,0
412465014,SHEN  GANG  SHUN  6,2019,4,CHN,0
412465014,SHEN  GANG  SHUN  6,2020,2,CHN,1
412465014,SHEN  GANG  SHUN  6,2021,1,CHN,0
412371204,HU SHUN YU 07,2018,2,CHN,0
412371204,HU SHUN YU 07,2019,19,CHN,0
412371204,HU SHUN YU 07,2022,1,CHN,0
412420003,TIANSHUN,2018,3,CHN,0
412329688,LU QING YUAN YU 207,2018,2,CHN,0
412329688,LU QING YUAN YU 207,2019,1,CHN,0
412329688,LU QING YUAN YU 207,2020,4,CHN,0
412420953,NING TAI 56,2018,1,CHN,0
412420953,NING TAI 56,2019,1,CHN,0
412420953,NING TAI 56,2020,2,CHN,0
710063362,MAR DE CASTANHAS,2018,1,BRA,0
710063362,MAR DE CASTANHAS,2019,1,BRA,0
412371205,HU SHUN YU 08,2018,2,CHN,0
412371205,HU SHUN YU 08,2019,4,CHN,0
412371205,HU SHUN YU 08,2023,8,CHN,0
412329435,LURONGYUANYU977,2019,6,CHN,0
412329435,LURONGYUANYU977,2020,22,CHN,0
224463000,HERMANOS GANDON 4,2019,5,ESP,0
224463000,HERMANOS GANDON 4,2020,27,ESP,0
224463000,HERMANOS GANDON 4,2021,7,ESP,0
412330959,FUXIN,2019,3,CHN,0
412330959,FUXIN,2023,1,CHN,0
412330959,FUXIN,2024,2,CHN,0
701074000,HUAFENG 817,2019,1,ARG,1
701074000,HUAFENG 817,2020,5,ARG,5
701074000,HUAFENG 817,2021,1,ARG,0
713192900,P0TA DA PRAINHA,2019,1,UNKNOWN,0
412420623,NING TAI 16,2019,11,CHN,0
412420623,NING TAI 16,2020,1,CHN,0
412420623,NING TAI 16,2021,1,CHN,0
412420623,NING TAI 16,2022,1,CHN,0
312872000,SANTA ISABEL,2019,38,BLZ,1
312872000,SANTA ISABEL,2020,17,BLZ,0
312872000,SANTA ISABEL,2021,1,BLZ,0
312872000,SANTA ISABEL,2023,5,BLZ,0
715228543,AGUIA DO MAR V,2019,1,UNKNOWN,0
412421145,SHUNZE86,2019,16,CHN,0
412421145,SHUNZE86,2020,11,CHN,0
412421145,SHUNZE86,2021,10,CHN,0
412421145,SHUNZE86,2022,7,CHN,0
412421145,SHUNZE86,2023,2,CHN,0
412421145,SHUNZE86,2024,3,CHN,0
441806000,SUR ESTE 709,2019,26,KOR,0
441806000,SUR ESTE 709,2020,21,KOR,0
701000720,ZHOU YU 1 HAO,2019,1,ARG,1
412421182,TAO YUAN 608,2019,3,CHN,0
412420647,TIAN YUE 2,2019,4,CHN,0
412420647,TIAN YUE 2,2020,1,CHN,0
412420647,TIAN YUE 2,2025,1,CHN,0
224623000,TRONIO,2019,1,ESP,0
224623000,TRONIO,2020,2,ESP,1
224623000,TRONIO,2021,1,ESP,0
224623000,TRONIO,2022,1,ESP,0
224623000,TRONIO,2023,1,ESP,0
412331066,LU RONG YUAN YU 897,2019,6,CHN,1
412331066,LU RONG YUAN YU 897,2021,1,CHN,0
412331066,LU RONG YUAN YU 897,2022,49,CHN,0
412331066,LU RONG YUAN YU 897,2023,5,CHN,0
412331066,LU RONG YUAN YU 897,2024,2,CHN,0
412331066,LU RONG YUAN YU 897,2025,1,CHN,0
710616282,ALALUNGA VIII,2019,1,BRA,0
416005575,HSIN DAH MING NO.16,2019,1,TWN,0
416005575,HSIN DAH MING NO.16,2021,1,TWN,0
416005575,HSIN DAH MING NO.16,2024,1,TWN,0
412421144,SHUN ZE 83,2019,16,CHN,0
412421144,SHUN ZE 83,2020,21,CHN,1
701000936,ROCIO DEL MAR,2019,3,ARG,3
412421137,MINGXIANG877,2019,14,CHN,0
412421137,MINGXIANG877,2020,1,CHN,0
412421137,MINGXIANG877,2021,1,CHN,0
412421137,MINGXIANG877,2026,1,CHN,0
412421177,SHUNZE58,2019,14,CHN,0
412421177,SHUNZE58,2020,11,CHN,0
412421177,SHUNZE58,2025,3,CHN,1
412421177,SHUNZE58,2026,1,CHN,1
412420822,HUA LI 17,2019,2,CHN,0
701000509,ARGENTINO,2019,1,ARG,1
412331001,LUJIAONANYUANYU177,2019,2,CHN,0
412331001,LUJIAONANYUANYU177,2020,18,CHN,0
150402951,LURONGYUANYU278,2019,1,UNKNOWN,0
150402951,LURONGYUANYU278,2020,2,UNKNOWN,0
412336827,LURONGYUANYU187,2019,19,CHN,0
412336827,LURONGYUANYU187,2024,1,CHN,0
412336827,LURONGYUANYU187,2025,10,CHN,0
412336827,LURONGYUANYU187,2026,9,CHN,0
412421172,HENGXIN8,2019,7,CHN,0
412421172,HENGXIN8,2020,17,CHN,0
412421172,HENGXIN8,2021,1,CHN,0
412421133,SHUN  ZE958,2019,16,CHN,0
412421133,SHUN  ZE958,2021,2,CHN,0
416031800,YONG DAH MING,2019,1,TWN,0
412439698,YONG FA NO:3,2019,4,CHN,0
412421108,RUNDA603,2019,10,CHN,0
412421108,RUNDA603,2020,6,CHN,0
412421108,RUNDA603,2026,1,CHN,0
412337343,LU QING YUAN YU 275,2019,6,CHN,0
412337343,LU QING YUAN YU 275,2020,10,CHN,0
416351000,JIH DA YNG,2019,2,TWN,0
412436693,LU LUAN YUAN  689,2019,1,CHN,0
